,EV_0hr_ser_rep1,EV_0hr_ser_rep2,EV_2hr_ser_rep1,EV_2hr_ser_rep2,EV_6hr_ser_rep1,EV_6hr_ser_rep2,EV_12hr_ser_rep1,EV_12hr_ser_rep2
ENSMUSG00000020135.13,1368.2249472614,1149.8851963159,600.5765259455,453.1496187678,884.508641665,607.5846362625,758.218428339,879.5179711695
ENSMUSG00000071847.13,1072.9245989316,1329.5239136803,280.137986734,319.5793162926,384.8250694037,237.1540031863,689.3801762924,617.9587107309
ENSMUSG00000083152.1,1.9686689889,7.8962073567,12.7782239563,17.8093736634,1.9633932112,13.7196530769,0,0.9983177879
ENSMUSG00000032590.14,2239.3609748343,2132.9630122221,2403.2890440862,2575.4333136518,3099.2161839473,2859.5676913127,2019.255393366,2248.2116584264
ENSMUSG00000035960.14,616.1933935148,630.7095626145,584.8494810762,660.9256448403,888.4354280875,898.6372765366,1216.1424528227,1118.1159224856
ENSMUSG00000025269.16,282.5039999022,260.5748427703,714.5976012477,713.3643561825,558.5853685987,572.3055283504,636.5044174741,567.0445035463
ENSMUSG00000015750.15,3434.3430510755,2957.1296550751,3068.7396301175,3739.9684693061,3448.7001755486,3329.9557968062,3061.8057323321,3078.8120579871
ENSMUSG00000032375.15,284.472668891,338.5498904175,90.4305079983,156.3267243784,245.4241514054,251.853631483,155.6343089748,138.7661725228
ENSMUSG00000053040.13,149.6188431538,194.4441061581,62.9081794771,85.089229725,130.5656485477,103.8773732965,98.7679268494,90.846918702
ENSMUSG00000027193.12,4354.69580337,4806.8162283764,7766.2113445093,7919.2348223086,7216.4517479241,7484.0707534459,7260.9391071727,6536.9848753889
ENSMUSG00000010911.12,481.3395677776,703.7494806637,589.7641825978,592.6563791308,564.4755482324,558.5858752736,658.4528456628,795.659276983
ENSMUSG00000030051.10,728.4075258802,671.1776253174,134.6628216932,177.1043269857,218.9183430536,187.1752669776,363.1467209413,337.4314123215
ENSMUSG00000037010.7,287.4256723743,272.4191538053,317.4897182985,289.8970268536,891.3805179044,783.9801758225,1728.9375477783,1450.5557458674
ENSMUSG00000044338.9,0,1.9740518392,0,1.9788192959,0,0,0.9976558268,0
ENSMUSG00000031996.17,13909.6307408277,11378.4348009698,9876.5841779053,10671.772462946,8669.3627242441,7427.2321906987,8757.4228473155,7288.7181697028
ENSMUSG00000033096.7,763.8435676797,762.9710358388,904.3050799834,1036.9013110669,1073.97608655,923.136657031,1181.224498886,1201.974616672
ENSMUSG00000032083.8,1.9686689889,3.9481036783,0,0,1.9633932112,0,0.9976558268,1.9966355759
ENSMUSG00000005681.12,0,0,0,0,1.9633932112,0,0,0
ENSMUSG00000032079.12,0,0,0,0,0,0,0,3.9932711517
ENSMUSG00000020609.14,18.7023553942,3.9481036783,14.7441045649,6.9258675358,2.9450898169,6.8598265384,0.9976558268,10.9814956673
ENSMUSG00000040613.14,66.9347456214,48.3642700596,182.8268966053,204.8077971287,32.3959879855,57.8185379669,64.8476287395,81.8620586106
ENSMUSG00000040694.4,8.8590104499,1.9740518392,0,0,8.8352694506,0,0.9976558268,2.9949533638
ENSMUSG00000009585.18,1093.5956233147,1201.2105441343,492.4530924692,413.5732328492,706.8215560475,562.5057761527,961.7402169984,910.4658225954
ENSMUSG00000042759.12,261.8329755191,322.7574757041,369.585554428,413.5732328492,347.52059839,603.6647353834,301.2920596821,242.5912224679
ENSMUSG00000074336.5,0,0.9870259196,0,0,0,0,0,0
ENSMUSG00000022548.14,205.7259093364,148.0538879377,142.5263441278,144.4538086028,74.6089420272,41.1589592307,28.9320189761,4.9915889397
ENSMUSG00000002985.16,113.1984668598,138.1836287418,297.8309122119,206.7866164246,301.3808579258,340.051401263,195.5405420453,197.6669220108
ENSMUSG00000047631.4,1.9686689889,0.9870259196,7.8635224346,0,0,0,0,1.9966355759
ENSMUSG00000000049.11,1.9686689889,3.9481036783,25.5564479126,4.9470482398,11.7803592675,16.6595787362,10.9742140944,5.9899067276
ENSMUSG00000050014.8,78.7467595546,80.9361254059,90.4305079983,100.9197840924,180.6321754344,109.7572246152,102.7585501565,94.8401898537
ENSMUSG00000091694.9,2.9530034833,0,0,0,0,0,0,0
ENSMUSG00000033576.12,43.310717755,64.156684773,49.1470152165,14.8411447195,6.8718762394,21.5594548351,50.8804471649,109.8149566727
ENSMUSG00000010601.14,93.5117769711,92.7804364409,0,5.9364578878,14.7254490843,16.6595787362,48.8851355113,67.8856095795
ENSMUSG00000073652.10,6.890341461,24.6756479896,7.8635224346,2.9682289439,6.8718762394,1.9599504396,3.990623307,15.9730846069
ENSMUSG00000056656.6,17.7180208998,17.7664665525,20.6417463909,1.9788192959,13.7437524787,21.5594548351,3.990623307,20.9646735466
ENSMUSG00000057346.12,83.6684320268,112.5209548326,0,8.9046868317,4.9084830281,9.7997521978,8.9789024409,0
ENSMUSG00000068246.6,13.7806829221,12.8313369546,9.8294030433,3.9576385919,6.8718762394,9.7997521978,18.9554607085,1.9966355759
ENSMUSG00000090698.2,2.9530034833,0,2.948820913,8.9046868317,24.5424151405,8.819776978,30.9273306296,16.9714023949
ENSMUSG00000024391.7,20.6710243831,8.8832332763,8.846462739,5.9364578878,11.7803592675,13.7196530769,4.9882791338,2.9949533638
ENSMUSG00000051716.6,62.9974076437,29.6107775875,20.6417463909,12.8623254235,17.6705389012,0,25.9390514958,23.9596269104
ENSMUSG00000079508.8,474.4492263165,504.3702449077,646.774720249,390.816810946,484.9581231771,491.9475603286,656.4575340093,780.684510164
ENSMUSG00000025525.12,445.903525978,581.3582666353,343.0461662111,250.320640935,295.4906782921,348.871178241,432.9826288146,477.1959026322
ENSMUSG00000049233.7,0,1.9740518392,8.846462739,3.9576385919,2.9450898169,6.8598265384,7.9812466141,15.9730846069
ENSMUSG00000037787.14,494.1359162052,435.2784305368,391.2102411232,458.0966670076,451.5804385859,373.3705587355,471.8912060584,501.1555295426
ENSMUSG00000022892.11,21535.2700691974,18293.5383935786,25189.8111790584,26267.8367438118,17126.6789816738,18005.0847129842,14224.5767779705,15853.2864723847
ENSMUSG00000018481.9,2640.9694485628,2986.7404326626,5309.8435239893,5609.9527039592,4181.0458433423,4582.3641276827,3373.0743502818,3049.860842137
ENSMUSG00000085628.4,16.7336864054,12.8313369546,12.7782239563,3.9576385919,4.9084830281,14.6996282967,11.9718699211,10.9814956673
ENSMUSG00000040760.11,2007.0580341482,2205.0159043517,4140.1445618369,4112.9759065888,2820.4143479508,3458.3325505972,2305.5826156466,2401.9525977681
ENSMUSG00000020263.14,2299.4053789947,2140.8592195787,664.4676457269,804.3900437952,499.6835722614,494.887485988,859.9793226687,846.5734841676
ENSMUSG00000006589.8,3439.2647235477,3839.5308271836,6775.4075177449,6854.6300410987,7157.5499515868,6691.2708006453,6653.3667086748,7244.7921870338
ENSMUSG00000110664.1,0,0,2.948820913,0,0.9816966056,0,1.9953116535,0.9983177879
ENSMUSG00000028411.15,650.64510082,596.163655429,433.4766742094,455.1284380637,543.8599195143,482.1478081309,435.9755962949,490.1740338754
ENSMUSG00000004655.5,1757.0370725623,1031.4420859658,4317.0738166162,5045.9892046194,1555.9891199102,1244.5685291183,1662.0946073852,1556.3774313884
ENSMUSG00000105082.2,18.7023553942,18.7534924721,4.9147015216,0,10.7986626618,6.8598265384,6.9835907873,3.9932711517
ENSMUSG00000042797.9,127.9634842762,131.2744473047,12.7782239563,5.9364578878,36.322774408,35.279107912,61.8546612592,96.8368254296
ENSMUSG00000023013.5,11.8120139332,0,0,0,1.9633932112,0,0,0
ENSMUSG00000028435.8,54.1383971938,30.5978035071,22.6076269996,20.7776026073,1.9633932112,11.7597026373,6.9835907873,5.9899067276
ENSMUSG00000044217.17,159.4621880981,119.4301362697,12.7782239563,18.7987833113,19.6339321124,16.6595787362,43.8968563775,50.9142071846
ENSMUSG00000043144.6,4.9216724722,0,0.9829403043,1.9788192959,0,0,0,0
ENSMUSG00000028427.13,6.890341461,0,0.9829403043,0,0,0.9799752198,0,3.9932711517
ENSMUSG00000032204.13,0,0,0,0.989409648,0,0,0,0
ENSMUSG00000040383.16,1974.5749958319,1940.4929579031,2976.3432415105,2786.1775686683,3006.9367030189,2835.0683108182,3034.8690250096,2776.3217682432
ENSMUSG00000001127.12,4287.7610577486,3554.2803364237,2690.3076129505,2749.5694116936,2908.7670424567,2593.9944067528,3015.9135643011,3143.7027142027
ENSMUSG00000032812.18,1245.1831354573,951.4929864794,1315.1741271932,1265.4549397467,548.7684025425,475.2879815924,543.7224255852,562.0529146066
ENSMUSG00000037999.13,0,0,0,0,1.9633932112,0,0,0
ENSMUSG00000024451.9,0,1.9740518392,0,0,4.9084830281,1.9599504396,0,5.9899067276
ENSMUSG00000022602.14,27.5613658441,28.6237516679,649.723541162,638.1692229372,33.3776845911,14.6996282967,15.9624932282,29.949533638
ENSMUSG00000032096.16,9400.3944218318,10284.8100820702,14141.562158392,13778.5187575549,14813.8017788294,19268.2727712783,11018.1109507579,11315.9321262268
ENSMUSG00000029378.5,18.7023553942,20.7275443113,32.4370300429,30.6716990869,53.9933133092,16.6595787362,33.9202981099,68.8839273674
ENSMUSG00000042350.13,1366.2562782725,1142.9760148788,2497.6513133019,2572.4650847079,2096.9039496077,2344.1007257094,1616.2024393542,1628.2563121196
ENSMUSG00000048076.14,13218.627925736,14313.849885814,21181.3806180017,22983.9861222174,23293.6970581885,25091.2855272002,20867.9669283776,21566.6591727284
ENSMUSG00000062421.13,1411.5356650164,1358.1476653482,3742.0537385833,3724.1379149387,4096.6199352588,3941.4603339478,2314.5615180875,2332.0703526128
ENSMUSG00000051853.10,7099.0203738482,6933.8570850809,10547.9324057625,10862.7285250032,8087.2166371105,8184.7530355872,8159.8270070852,8173.227729812
ENSMUSG00000021877.12,7645.3260182584,7887.3241233995,14659.5716987738,14068.4157844085,14339.6423183142,16823.2345979318,11381.2576716992,11680.3181188225
ENSMUSG00000090861.1,0.9843344944,1.9740518392,0,0,0.9816966056,0,0,0
ENSMUSG00000020440.13,4110.5808487507,4685.4120402675,5965.4647069772,6582.5423879084,4714.1071001948,5069.4118119125,3610.5164370511,4253.8320943848
ENSMUSG00000044147.8,3069.154953641,3281.8611826184,7602.0603136863,8351.6068384691,6632.3422675793,5398.6834857579,5147.9040660911,5127.3601588267
ENSMUSG00000027575.19,3121.3246818459,2740.9709786861,4304.29559266,4535.4538262697,5550.5126081843,6386.4985072943,2884.2229951685,2859.1821446417
ENSMUSG00000027255.14,1385.9429681612,1385.7843910966,1696.5549652731,1790.8314628159,1486.2886609111,1585.5999056011,1540.3805965203,1524.4312621745
ENSMUSG00000054277.8,1694.0396649186,1358.1476653482,2386.5790589126,2310.2715279973,2245.1401370565,2857.6077408731,958.7472495181,1009.2992836008
ENSMUSG00000067851.11,4570.2650576508,4420.8890938189,6766.561055006,6030.4518043442,5167.6509319919,5919.0503274601,4995.2627245966,4631.1962182237
ENSMUSG00000074582.10,4099.753169312,3608.5667620008,3279.088855244,3014.7311973481,4886.8857027842,5000.813546528,3750.1882527978,3677.8027307472
ENSMUSG00000019852.7,0,0.9870259196,0,0,0.9816966056,0,0,0
ENSMUSG00000074513.9,281.5196654077,338.5498904175,445.2719578614,517.4612458855,525.2076840075,564.4657265922,367.1373442484,309.4785142594
ENSMUSG00000030881.15,2767.9485983446,2350.1087145306,2125.1169379609,2178.680044818,3329.9148862684,3021.2636025761,2311.5685506072,2349.0417550076
ENSMUSG00000038671.15,1236.3241250074,1079.8063560254,1471.4616355816,1326.7983379205,1303.6930922654,1187.7299663711,1282.9853932157,1268.8619084635
ENSMUSG00000019987.9,10.8276794388,37.5069849442,9.8294030433,10.8835061276,4.9084830281,1.9599504396,3.990623307,7.9865423035
ENSMUSG00000021125.6,1.9686689889,6.9091814371,2.948820913,0,5.8901796337,20.5794796153,3.990623307,4.9915889397
ENSMUSG00000040459.11,5395.1373639853,4336.9918906542,4256.1315177478,4302.942558998,4410.7628490577,4079.6368399365,4986.2838221557,4137.0289131966
ENSMUSG00000027247.16,3116.4030093738,3411.1615780839,3520.8921701092,3573.7476484481,3502.6934888578,3755.2650421899,2925.1268840657,2986.9668214972
ENSMUSG00000037148.8,1820.034480206,2068.8063274491,1137.2619321095,1034.922491771,1146.621635366,1069.152964778,1351.8236452623,1149.0637739115
ENSMUSG00000041219.14,1647.7759436803,2732.0877454098,1222.7777385862,1033.933082123,1170.1823539009,2104.9867720835,3491.7953936665,3060.8423378043
ENSMUSG00000041225.16,867.1986895952,917.9341052136,331.2508825591,482.8319082067,695.0411967801,885.8975986795,607.572398498,619.9553463067
ENSMUSG00000030766.15,1783.614103912,1741.113722147,2647.05823956,2421.0854085694,2465.0401767158,1940.3509351608,1977.353848642,1576.3437871471
ENSMUSG00000039031.16,1890.9065638051,2467.5647989612,781.4375419421,641.1374518811,387.7701592205,240.0939288457,595.6005285768,501.1555295426
ENSMUSG00000025154.15,449.8408639557,896.2195349827,188.7245384313,150.3902664906,210.083073603,338.0914508235,831.0473036926,644.9132910051
ENSMUSG00000053199.13,233.2872751805,186.5478988015,12.7782239563,14.8411447195,0,11.7597026373,9.9765582676,20.9646735466
ENSMUSG00000074354.11,2.9530034833,1.9740518392,0,0,0,0,0,0
ENSMUSG00000036591.16,3107.5439989239,3387.4729560139,3645.725588759,3574.7370580961,3047.1862638493,3520.0709894432,2858.2839436727,2657.5219514791
ENSMUSG00000063506.14,810.1072889181,885.3622498673,985.8891252427,1065.5941908579,548.7684025425,661.4832733503,534.7435231444,448.2446867822
ENSMUSG00000049807.16,3484.5441102916,2902.8432294979,2905.5715395987,2859.3938826177,3566.5037682232,4280.531759991,2612.8606102893,2704.442887512
ENSMUSG00000057315.14,2005.0893651593,1907.9211025568,1444.9222473647,1508.849713146,978.7515158047,912.3569296135,1095.4260977845,1182.0082609133
ENSMUSG00000030047.14,0,8.8832332763,0,0,0,0,0,0
ENSMUSG00000036452.18,193.9138954032,186.5478988015,164.1510308231,100.9197840924,130.5656485477,73.4981414834,89.7890244086,86.8536475502
ENSMUSG00000034255.17,75.7937560713,60.2085810947,90.4305079983,67.2798560616,73.6272454216,77.4180423625,49.8827913381,45.9226182449
ENSMUSG00000085733.1,1.9686689889,0,0.9829403043,0,0,0,1.9953116535,0
ENSMUSG00000085887.2,0.9843344944,0,0,0,1.9633932112,0.9799752198,0.9976558268,0
ENSMUSG00000024043.13,318.9243761962,192.470054319,144.4922247365,179.0831462816,275.8567461797,121.5169272525,159.6249322819,160.7291638573
ENSMUSG00000039831.16,4265.1213643767,3866.1805270124,3139.5113320292,4002.1620260168,5450.3795544109,6598.1731547664,3047.8385507575,3361.3359919723
ENSMUSG00000022799.4,1567.0605151368,1490.4091385726,6009.6970206721,6450.9509047291,3238.6171019456,2854.6678152138,1489.5001493554,1229.9275147341
ENSMUSG00000041444.14,3237.476152189,3322.3292453213,2324.6538197399,2413.1701313856,3362.3108742539,3344.6554251029,2767.4972634374,2831.2292465795
ENSMUSG00000036882.7,641.7860903701,598.1377072682,252.6156582127,271.0982435423,132.5290417589,358.6709304388,359.1560976343,435.266555539
ENSMUSG00000058230.12,7915.0336697329,7271.4199495788,5772.8084073286,5818.7181396797,6593.0744033544,6749.0893386122,7374.6718714236,7159.9351750594
ENSMUSG00000033697.16,1322.9455605175,1160.7424814313,1530.4380538414,1746.3080286575,1179.9993199571,1099.5321965911,801.1176288898,776.6912390123
ENSMUSG00000031389.17,75.7937560713,49.3512959792,32.4370300429,16.8199640154,72.645548816,116.6170511536,103.7562059832,55.9057961243
ENSMUSG00000050730.17,1410.551330522,1697.6845816853,1559.9262629713,1699.8057752032,958.1358870866,1104.43207269,1088.4425069972,1186.999849853
ENSMUSG00000033389.16,413.4204876617,356.31635697,413.8178681228,346.2933767876,453.5438317972,406.6897162079,285.3295664539,229.6130912247
ENSMUSG00000035697.14,3.9373379777,11.844311035,0,1.9788192959,5.8901796337,0,4.9882791338,14.974766819
ENSMUSG00000035133.9,3311.3012392714,3405.2394225664,5531.0050924635,4717.5052014952,4105.4552047094,4517.6857631773,3676.3617216174,3152.6875742941
ENSMUSG00000031355.16,3.9373379777,0,0,0,0.9816966056,4.8998760989,0.9976558268,0
ENSMUSG00000078954.9,13.7806829221,14.8053887938,4.9147015216,23.7458315512,5.8901796337,0.9799752198,8.9789024409,31.9461692139
ENSMUSG00000040345.10,20.6710243831,30.5978035071,4.9147015216,24.7352411991,15.7071456899,4.8998760989,27.9343631493,14.974766819
ENSMUSG00000025132.13,16141.1170397065,17384.4875216413,27735.6265672724,28803.6936715451,29421.4472704783,28224.2663048309,26357.0692872213,27036.4423328163
ENSMUSG00000030220.13,1412.5199995109,1595.0338860485,2304.9950136533,2817.8386774032,4309.6480986787,3560.2499734541,4679.0058275131,4435.5259317888
ENSMUSG00000073433.11,33.4673728107,20.7275443113,41.2834927818,50.4598920462,35.3410778024,85.2578441207,45.892168031,48.9175716087
ENSMUSG00000040940.18,5487.664806462,5282.5627216161,2911.4691814247,3022.6464745318,4394.0740067621,5224.2478966374,4791.7409359372,5150.3214679492
ENSMUSG00000071176.10,4552.547036751,4520.5787116969,2181.1445353077,2318.186805181,2620.148240404,3424.0334179049,2650.7715317062,3045.8675709853
ENSMUSG00000040964.16,1125.0943271365,896.2195349827,522.9242419034,491.7365950384,820.6983622996,766.3406218665,956.7519378646,770.7013322847
ENSMUSG00000041977.18,1787.5514418897,1850.6735992209,1325.9864705408,1298.1054581295,1376.3386410814,1337.6661749972,1619.1954068345,1637.241172211
ENSMUSG00000059495.14,4185.3902703276,4170.1845102444,4598.1947436546,4163.435798635,3555.7051055613,3751.3451413108,3663.3921958695,3844.5218013321
ENSMUSG00000052921.13,120.0888083208,126.3393177068,22.6076269996,10.8835061276,26.5058083518,20.5794796153,53.8734146451,86.8536475502
ENSMUSG00000032875.8,10471.3503517745,9239.5496332303,8749.1516488391,9356.8470408011,11495.6672518285,12178.1520561833,8760.4158147958,8940.9341087329
ENSMUSG00000004568.13,3188.2594274673,2711.3602010986,1935.4094592253,1736.4139321779,2380.6142686323,2564.5951501595,2945.080000601,2545.7103592306
ENSMUSG00000028919.11,1581.8255325533,1553.578797426,964.2644385475,855.8393454894,1293.8761262092,1589.5198064802,713.3239161347,929.4338605661
ENSMUSG00000028059.16,3691.2543541224,3491.1106775703,5006.1149699514,5471.4353532442,3426.1211536193,4315.810867903,3019.9041876081,3347.3595429412
ENSMUSG00000019467.15,13322.9673821458,10874.0645560621,5607.6744362012,6077.9434674465,8240.3613075874,6771.6287686671,6323.1426300166,6338.3196355901
ENSMUSG00000036885.14,0,1.9740518392,2.948820913,18.7987833113,4.9084830281,3.9199008791,0.9976558268,0
ENSMUSG00000021662.11,874.0890310562,830.0887983705,840.4139602019,838.029971826,606.6885022741,612.4845123614,556.6919513331,590.0058126687
ENSMUSG00000021895.10,69.8877491047,34.5459071855,39.3176121732,21.7670122552,27.4875049574,21.5594548351,14.9648374014,20.9646735466
ENSMUSG00000054901.7,15.7493519109,10.8572851154,7.8635224346,3.9576385919,5.8901796337,10.7797274176,14.9648374014,11.9798134552
ENSMUSG00000045094.8,1.9686689889,0,0,0,17.6705389012,1.9599504396,14.9648374014,12.9781312431
ENSMUSG00000051517.14,100.4021184321,163.846302651,78.6352243464,64.3116271177,40.2495608305,90.1577202196,132.6882249593,97.8351432175
ENSMUSG00000037509.21,79.731094049,120.4171621893,58.9764182598,96.9621455005,89.3343911116,50.9587114285,26.9367073226,30.9478514259
ENSMUSG00000004562.16,7053.7409871043,7200.3540833687,18588.3840951798,17096.0093071801,9888.629908426,10214.2817157478,5117.9743912883,5700.3945691006
ENSMUSG00000033542.13,519.7286130604,572.475033359,939.6909309392,1026.0178049393,560.5487618099,583.085255768,507.8068158218,425.2833776597
