,EV_0hr_dox_rep1,EV_0hr_dox_rep2,EV_2hr_dox_rep1,EV_2hr_dox_rep2,EV_6hr_dox_rep1,EV_6hr_dox_rep2,EV_12hr_dox_rep1,EV_12hr_dox_rep2
ENSMUSG00000090462.7,0,0,0.9914091955,0,0,0,0,0
ENSMUSG00000085353.2,0.9966141046,0,0,0,0,0,0,0
ENSMUSG00000111487.1,0.9966141046,0,5.9484551729,0,0,3.9764961952,6.9478060835,0.9997620928
ENSMUSG00000090840.2,9.9661410463,3.9860787678,3.9656367819,10.8438828433,12.966848024,7.9529923904,8.9328935359,1.9995241856
ENSMUSG00000117289.1,3.9864564185,0.996519692,8.9226827593,3.9432301248,7.979598784,8.9471164392,10.9179809883,0.9997620928
ENSMUSG00000020286.12,3.9864564185,0,0,5.9148451872,1.994899696,1.9882480976,0.9925437262,0
ENSMUSG00000118506.1,11.9593692555,6.9756378437,25.7766390824,27.6026108738,11.969398176,17.8942328783,1.9850874524,9.997620928
ENSMUSG00000101695.1,0,0,2.9742275864,0,0,0.9941240488,0,0
ENSMUSG00000086046.1,1.9932282093,0,0.9914091955,3.9432301248,0,0,0,0
ENSMUSG00000084804.1,0,0.996519692,4.9570459774,0,0,1.9882480976,0,0
ENSMUSG00000101856.1,85.7088129979,97.6589298122,72.3728712699,57.1768368101,129.6684802396,132.2184984898,150.8666463839,165.9605074042
ENSMUSG00000108194.1,1.9932282093,0,5.9484551729,3.9432301248,1.994899696,0,0,0
ENSMUSG00000091906.2,1.9932282093,0,0,0,1.994899696,0,0,0
ENSMUSG00000115372.1,0,0,0,0,0,0,0.9925437262,0
ENSMUSG00000097675.2,5.9796846278,3.9860787678,8.9226827593,3.9432301248,10.971948328,7.9529923904,0.9925437262,1.9995241856
ENSMUSG00000116852.1,6.9762987324,0.996519692,0,2.9574225936,3.989799392,5.9647442928,0,1.9995241856
ENSMUSG00000032611.9,13.9525974648,2.9895590759,0,8.8722677809,9.97449848,12.9236126343,10.9179809883,10.9973830208
ENSMUSG00000099923.2,39.8645641851,7.9721575357,41.6391862101,29.5742259362,8.977048632,12.9236126343,27.7912243339,17.9957176703
ENSMUSG00000101009.6,6.9762987324,0,0,0,0,0,0,0
ENSMUSG00000100585.1,0,0,0,0,1.994899696,0,0,0
ENSMUSG00000101505.1,0,0,0,0,0,0,0,0.9997620928
ENSMUSG00000008307.11,65.7765309054,61.7842209016,56.5103241422,41.4039163107,47.8775927038,85.4946681964,65.5078859298,53.987153011
ENSMUSG00000097267.2,183.3769952513,108.6206464238,105.0893747207,150.8285522749,161.5868753755,165.0245921001,133.9934030383,208.9502773944
ENSMUSG00000099384.6,23.918738511,18.9338741473,13.8797287367,6.9006527185,14.96174772,15.9059847807,24.8135931552,7.9980967424
ENSMUSG00000087047.8,0,0,0.9914091955,0,0,1.9882480976,0,0
ENSMUSG00000100511.1,0,0,0,0,0,1.9882480976,0,0
ENSMUSG00000091329.2,0,0,1.982818391,0,0,0,0,0
ENSMUSG00000101574.1,0,0,2.9742275864,0,0,0,0,0
ENSMUSG00000086632.1,0,0,0,4.929037656,0,1.9882480976,0,0
ENSMUSG00000097527.2,0,10.9617166116,10.9055011503,6.9006527185,1.994899696,5.9647442928,3.9701749048,0
ENSMUSG00000096935.5,17.9390538833,19.9303938392,22.802411496,19.7161506242,4.98724924,22.8648531223,13.8956121669,30.9926248767
ENSMUSG00000112028.1,0,8.9686772277,0.9914091955,0,0,0,0,0
ENSMUSG00000117497.1,0,0,1.982818391,0,0,0,0,0
ENSMUSG00000045391.4,0,3.9860787678,1.982818391,0,1.994899696,0.9941240488,1.9850874524,0
ENSMUSG00000100599.2,25.9119667203,39.8607876785,24.7852298869,17.7445355617,20.9464468079,22.8648531223,12.9030684407,15.9961934847
ENSMUSG00000100717.6,0.9966141046,0,0,1.9716150624,0,0,0,0
ENSMUSG00000086275.1,0.9966141046,0,0,0.9858075312,0,0,0,0
ENSMUSG00000117800.1,0,1.9930393839,0.9914091955,0,1.994899696,0,0,1.9995241856
ENSMUSG00000087685.1,15.945825674,9.9651969196,1.982818391,0,1.994899696,7.9529923904,1.9850874524,1.9995241856
ENSMUSG00000099735.1,0,0,0,0,0,0,3.9701749048,0
ENSMUSG00000108676.1,0,0,0,0,0,0,3.9701749048,0
ENSMUSG00000029526.5,0,0.996519692,0.9914091955,0,0,0,0,0
ENSMUSG00000085614.1,59.7968462776,64.7737799775,36.6821402327,25.6309958114,43.8877933119,69.5886834157,78.4109543706,79.9809674237
ENSMUSG00000040822.7,688.660346297,668.6647133063,751.4881701723,685.1362341897,671.2837477019,647.174755766,661.0341216557,770.8165735459
ENSMUSG00000099354.6,0,1.9930393839,1.982818391,8.8722677809,1.994899696,11.9294885855,1.9850874524,0
ENSMUSG00000097584.1,0,0,0,0,0,0,1.9850874524,0
ENSMUSG00000085197.7,47.8374770221,53.8120633659,36.6821402327,21.6877656866,72.8138389038,65.6121872205,63.5227984774,51.9876288254
ENSMUSG00000018479.12,0,0,1.982818391,6.9006527185,12.966848024,3.9764961952,0,9.997620928
ENSMUSG00000107802.1,7.972912837,9.9651969196,3.9656367819,5.9148451872,5.984699088,12.9236126343,12.9030684407,5.9985725568
ENSMUSG00000100603.6,0,0,0,0,0,0,0.9925437262,0
ENSMUSG00000100844.1,1.9932282093,3.9860787678,3.9656367819,5.9148451872,2.992349544,4.970620244,10.9179809883,9.997620928
ENSMUSG00000100001.1,0,0,0,0,0,5.9647442928,0,0
ENSMUSG00000089745.1,0,0,3.9656367819,0,1.994899696,8.9471164392,7.9403498097,1.9995241856
ENSMUSG00000071653.9,10.9627551509,1.9930393839,7.9312735638,7.8864602497,10.971948328,7.9529923904,9.9254372621,7.9980967424
ENSMUSG00000078607.5,18.9356679879,26.906031683,32.7165034508,34.5032635923,18.9515471119,27.8354733663,29.7763117863,19.9952418559
ENSMUSG00000087595.1,35.8781077666,29.8955907589,12.8883195412,11.8296903745,30.9209452879,19.8824809759,32.7539429649,26.9935765055
ENSMUSG00000099825.1,12.9559833601,9.9651969196,1.982818391,7.8864602497,6.982148936,15.9059847807,22.8285057028,11.9971451136
ENSMUSG00000028177.13,0,6.9756378437,0,1.9716150624,0,0,0,0
ENSMUSG00000022507.6,2691.8546965964,2837.0915630149,2885.0007588409,2851.9411877854,3183.8599148058,3086.7551715105,3015.3478402252,3011.2834235024
ENSMUSG00000097412.2,225.2347876456,211.2621746959,92.2010551795,109.4246359641,131.6633799356,257.4781286381,196.5236577895,254.9393336631
ENSMUSG00000117434.1,1.9932282093,3.9860787678,0,0,4.98724924,11.9294885855,1.9850874524,1.9995241856
ENSMUSG00000086390.7,14.9492115694,19.9303938392,4.9570459774,7.8864602497,5.984699088,22.8648531223,15.8806996194,19.9952418559
ENSMUSG00000097115.2,3.9864564185,10.9617166116,3.9656367819,11.8296903745,9.97449848,22.8648531223,13.8956121669,23.9942902271
ENSMUSG00000089997.2,0.9966141046,0,0.9914091955,0,0,0,0,0
ENSMUSG00000087331.8,14.9492115694,22.9199529151,8.9226827593,20.7019581554,13.964297872,21.8707290735,8.9328935359,18.9954797631
ENSMUSG00000044145.2,26.9085808249,44.8433861383,30.7336850598,30.5600334675,41.8928936159,38.770837903,34.7390304173,47.9885804542
ENSMUSG00000101970.7,70.7596014285,115.5962842676,98.1495103523,53.2336066852,88.7730364717,124.2655060995,98.2618288948,117.97192695
ENSMUSG00000044148.6,1305.5644770608,1443.9570336525,1365.1704621732,1233.2452215415,1368.5011914516,1260.5492938729,1422.3151596586,1539.6336229063
ENSMUSG00000097101.3,18.9356679879,2.9895590759,36.6821402327,6.9006527185,10.971948328,22.8648531223,6.9478060835,10.9973830208
ENSMUSG00000054091.9,1666.3387829357,1724.9755867857,1942.1706139414,1624.6108114312,1450.2920789874,1588.6102299754,1260.5305322864,1505.6417117512
ENSMUSG00000102112.1,1.9932282093,3.9860787678,5.9484551729,3.9432301248,0,4.970620244,1.9850874524,3.9990483712
ENSMUSG00000100680.1,32.8882654527,62.7807405936,37.6735494282,17.7445355617,24.9362461999,30.8178455127,19.8508745242,23.9942902271
ENSMUSG00000100277.8,2.9898423139,0,0,0,0,0,7.9403498097,0
ENSMUSG00000035372.2,1546.7450903805,1432.9953170409,1923.3338392273,2068.2242004749,1470.2410759473,1536.9157794381,1516.6068136485,1292.6923859856
ENSMUSG00000073155.12,1309.5509334794,1417.0510019695,1307.6687288355,1474.7680666875,1588.9376078589,1460.3682276808,1516.6068136485,1622.6138766084
ENSMUSG00000086340.1,5.9796846278,2.9895590759,13.8797287367,5.9148451872,6.982148936,7.9529923904,11.9105247145,4.998810464
ENSMUSG00000108207.2,545.1479152307,317.8897817358,361.8643563495,197.1615062416,367.0615440628,363.8494018592,438.7043269847,420.8998410672
ENSMUSG00000027713.6,6.9762987324,0,1.982818391,1.9716150624,13.964297872,8.9471164392,1.9850874524,7.9980967424
ENSMUSG00000084925.8,24.9153526157,23.9164726071,37.6735494282,37.4606861859,27.9285957439,21.8707290735,37.716661596,62.9850118462
ENSMUSG00000117442.1,3.9864564185,8.9686772277,7.9312735638,1.9716150624,9.97449848,11.9294885855,0,0
ENSMUSG00000087165.7,241.1806133196,216.2447731557,230.9983425464,208.0053890849,216.4466170153,175.9599566368,199.5012889682,187.9552734457
ENSMUSG00000051606.5,0.9966141046,0,0.9914091955,0,0,1.9882480976,0,0.9997620928
ENSMUSG00000042041.7,3.9864564185,1.9930393839,3.9656367819,0,0,0,1.9850874524,0
ENSMUSG00000044694.2,57.8036180683,65.7702996695,42.6305954056,34.5032635923,49.8724923998,70.5828074645,22.8285057028,60.9854876606
ENSMUSG00000107761.1,0,0,0,0,0,0,0,0.9997620928
ENSMUSG00000100860.1,0,0,0,0.9858075312,0.997449848,0.9941240488,0,0.9997620928
ENSMUSG00000102047.1,0,0.996519692,0,0,0,0,10.9179809883,0
ENSMUSG00000091575.2,2.9898423139,0,0,1.9716150624,1.994899696,0,0,0
ENSMUSG00000104368.1,1.9932282093,0,3.9656367819,6.9006527185,0.997449848,1.9882480976,0,0.9997620928
ENSMUSG00000100738.1,0,0,0.9914091955,0,0,0,0,0
ENSMUSG00000117376.1,0,0,1.982818391,0,1.994899696,0,0,0
ENSMUSG00000029384.5,5.9796846278,3.9860787678,0,0,2.992349544,4.970620244,0,7.9980967424
ENSMUSG00000098434.1,1.9932282093,0.996519692,0,0,0,2.9823721464,3.9701749048,1.9995241856
ENSMUSG00000097755.2,22.9221244064,13.9512756875,9.9140919548,6.9006527185,10.971948328,9.941240488,6.9478060835,5.9985725568
ENSMUSG00000063018.6,77.7359001609,111.6102054997,108.0636023071,74.9213723718,58.8495410318,70.5828074645,72.4556920133,76.9816811453
ENSMUSG00000101268.6,6.9762987324,1.9930393839,0,0.9858075312,0,0,1.9850874524,0
ENSMUSG00000074829.10,465.4187868606,436.4756250792,401.5207241686,310.5293723306,425.9110850946,499.0502724954,503.2196691883,477.8862803566
ENSMUSG00000100691.1,272.0756505631,290.9837500528,252.8093448469,258.2815731766,308.212003031,202.8013059543,288.830224327,312.9255350452
ENSMUSG00000089983.2,0,0,0,0,1.994899696,0,0,0
ENSMUSG00000030587.5,174.4074683097,198.3074187004,176.4708367951,179.4169706799,190.5129209674,152.1009794657,105.2096349782,184.9559871673
ENSMUSG00000013083.8,0,0,0,4.929037656,0,0,0,0.9997620928
ENSMUSG00000074217.8,0,0,0,12.8154979057,1.994899696,3.9764961952,0,1.9995241856
ENSMUSG00000101791.1,18.9356679879,3.9860787678,1.982818391,6.9006527185,6.982148936,6.9588683416,1.9850874524,10.9973830208
ENSMUSG00000021550.6,3.9864564185,0,0,0,7.979598784,0,7.9403498097,3.9990483712
ENSMUSG00000029559.15,1262.7100705619,1316.4025130814,1234.3044483701,1168.1819244817,1197.9372674442,1249.6139293361,1334.9713117521,1372.6733534093
ENSMUSG00000113800.1,4.9830705231,8.9686772277,0,1.9716150624,1.994899696,4.970620244,6.9478060835,0
ENSMUSG00000109036.1,20.9288961972,10.9617166116,11.8969103457,13.8013054369,11.969398176,17.8942328783,39.7017490484,20.9950039487
ENSMUSG00000039563.6,4.9830705231,6.9756378437,0,1.9716150624,7.979598784,11.9294885855,0,10.9973830208
ENSMUSG00000087380.7,188.3600657744,123.5684418032,158.6254712765,125.1975564634,136.6506291756,138.1832427826,108.1872661569,111.9733543932
ENSMUSG00000071252.6,162.4480990541,201.2969777763,198.2818390956,201.1047363665,209.4644680793,238.589771711,174.6876958129,166.960269497
ENSMUSG00000081766.3,1.9932282093,0,0,0,0,0,0.9925437262,0
ENSMUSG00000085563.2,20.9288961972,14.9477953794,21.8110023005,16.7587280305,15.9591975679,24.8531012199,12.9030684407,21.9947660415
ENSMUSG00000107216.1,21.9255103018,3.9860787678,33.7079126463,20.7019581554,11.969398176,8.9471164392,16.8732433456,44.9892941758
ENSMUSG00000078894.9,5.9796846278,9.9651969196,4.9570459774,7.8864602497,15.9591975679,9.941240488,8.9328935359,1.9995241856
ENSMUSG00000032403.8,57.8036180683,75.7354965891,63.4501885106,71.9639497782,77.8010881438,69.5886834157,79.4034980968,98.9764471868
ENSMUSG00000097354.7,343.8318660962,259.09511991,292.465712666,309.5435647994,242.3803130632,280.3429817604,322.5767110182,362.9136396851
ENSMUSG00000053353.5,0,0.996519692,4.9570459774,0,0.997449848,1.9882480976,1.9850874524,4.998810464
ENSMUSG00000112701.1,1.9932282093,0,0,0,0,0,0,0
ENSMUSG00000097178.7,52.8205475452,76.732016281,57.5017333377,27.6026108738,58.8495410318,69.5886834157,65.5078859298,51.9876288254
ENSMUSG00000110916.1,0,0,1.982818391,14.7871129681,1.994899696,1.9882480976,0,0
ENSMUSG00000100335.2,0,0,1.982818391,0,0,0,0,0
ENSMUSG00000098332.2,164.4413272634,120.5788827274,97.1581011568,113.3678660889,105.7296838877,125.2596301483,133.0008593121,134.9678825275
ENSMUSG00000079283.2,429.5406790941,454.4129795345,502.6444621073,514.5915312907,524.6586200463,427.4733409821,472.4508136758,440.8950829232
ENSMUSG00000097162.2,146.5022733801,126.5580008791,71.3814620744,100.5523681832,118.6965319116,89.4711643916,150.8666463839,125.9700236923
ENSMUSG00000020133.8,1713.1796458531,1516.7029711657,1606.0828966743,1872.0485017644,1761.4964315624,1663.1695336351,1640.6747794247,1727.588896352
ENSMUSG00000085945.3,61.7900744868,69.7563784373,47.5876413829,26.6168033426,41.8928936159,55.6709467326,46.6495551319,76.9816811453
ENSMUSG00000097729.2,330.875882736,297.9593878965,286.5172574931,228.7073472403,292.2528054631,305.1960829803,353.3455665307,363.9134017779
ENSMUSG00000099411.1,1.9932282093,0,0,0,0,0,0,0
ENSMUSG00000070574.2,0,0.996519692,0,0.9858075312,0,0,3.9701749048,0
ENSMUSG00000100410.1,0,0,1.982818391,0,0,0,0,0
ENSMUSG00000049643.15,614.9109025546,700.5533434491,703.9005287894,695.980117033,573.5336625982,600.4509254726,585.6007984638,634.8489289256
ENSMUSG00000031983.7,6840.759214157,7095.2202067672,5618.3159107738,5348.0058568046,6630.0491396348,6757.061159664,5981.0684941399,6556.4398045581
ENSMUSG00000078519.3,3.9864564185,32.8851498347,31.7250942553,8.8722677809,9.97449848,7.9529923904,26.7986806077,37.9909595263
ENSMUSG00000099447.1,0,0,0.9914091955,0.9858075312,0,0,0,0
ENSMUSG00000032062.2,0,0,0,0,0,0,0,3.9990483712
ENSMUSG00000020441.6,332.8691109453,401.5974358606,324.1908069213,273.0686861447,261.3318601752,329.0550601514,253.0986501835,308.9264866741
ENSMUSG00000099655.2,20.9288961972,54.8085830579,33.7079126463,41.4039163107,20.9464468079,52.6885745862,24.8135931552,33.9919111551
ENSMUSG00000100157.6,3.9864564185,1.9930393839,37.6735494282,16.7587280305,9.97449848,0,6.9478060835,0
ENSMUSG00000062619.6,989.6378058942,966.6241012028,1110.3782989354,875.3970877129,786.9879300695,945.4119704047,816.8634866706,967.7697058268
ENSMUSG00000072852.4,2.9898423139,1.9930393839,0,5.9148451872,3.989799392,2.9823721464,8.9328935359,2.9992862784
ENSMUSG00000101655.1,3.9864564185,0,3.9656367819,13.8013054369,1.994899696,0.9941240488,11.9105247145,4.998810464
ENSMUSG00000101746.1,0,6.9756378437,0,0,0,0,0,0
ENSMUSG00000097768.2,7.972912837,7.9721575357,0,10.8438828433,8.977048632,8.9471164392,26.7986806077,13.9966692991
ENSMUSG00000102106.2,0,0,0,0,0,0,1.9850874524,0
ENSMUSG00000108732.1,62.7866885915,103.638047964,72.3728712699,44.3613389044,61.8418905758,46.7238302934,94.2916539899,170.9593178682
ENSMUSG00000100783.1,7.972912837,0.996519692,0,4.929037656,1.994899696,9.941240488,6.9478060835,2.9992862784
ENSMUSG00000040177.10,403.6287123738,532.1415155075,526.4382827988,506.705071041,521.6662705023,546.7682268376,472.4508136758,450.8927038511
ENSMUSG00000085379.1,147.4988874847,165.4222688656,169.5309724267,151.8143598061,105.7296838877,121.2831339531,133.0008593121,174.9583662394
ENSMUSG00000050705.15,471.3984714884,395.6183177088,460.0138667018,452.4856568246,468.8014285585,463.2618067388,390.0696844004,434.8965103664
ENSMUSG00000100084.2,47.8374770221,23.9164726071,25.7766390824,29.5742259362,38.9005440719,72.5710555621,20.8434182504,39.9904837119
ENSMUSG00000100291.6,4.9830705231,0,0,0,0,0,0,0
ENSMUSG00000105858.1,4.9830705231,8.9686772277,0.9914091955,6.9006527185,7.979598784,4.970620244,1.9850874524,12.9969072064
ENSMUSG00000085020.1,0,0,0.9914091955,0,0,0,0,0
ENSMUSG00000106223.1,0,0,0,1.9716150624,0,0,0,0
ENSMUSG00000045411.16,3250.955209292,2787.2655784168,3253.8049795588,3200.9170538331,3197.8242126778,3045.9960855099,3236.68509117,2889.3124481813
ENSMUSG00000116947.1,1.9932282093,0,0,0.9858075312,0,0,1.9850874524,0
ENSMUSG00000036873.13,572.0564960557,663.6821148465,426.3059540555,568.8109455071,543.6101671583,506.009140837,443.6670456158,553.8681994091
ENSMUSG00000085338.1,0,0,7.9312735638,0,0,0,0,0
ENSMUSG00000071398.8,6.9762987324,0,3.9656367819,0,1.994899696,0,0,0
ENSMUSG00000086841.1,7921.0889035722,7441.0125398779,6590.8883315377,7286.10346316,7790.0833128551,6618.8779168814,8345.3076499716,9038.8490809713
ENSMUSG00000099528.1,11.9593692555,6.9756378437,5.9484551729,2.9574225936,1.994899696,2.9823721464,0,13.9966692991
ENSMUSG00000038311.13,0,0,0,0,0,3.9764961952,0,3.9990483712
ENSMUSG00000073164.11,26.9085808249,14.9477953794,20.819593105,16.7587280305,12.966848024,11.9294885855,21.8359619766,17.9957176703
ENSMUSG00000100572.1,50.827319336,31.8886301428,39.6563678191,24.6451882802,31.9183951359,43.741458147,73.4482357395,46.9888183614
ENSMUSG00000100017.2,310.9436006435,293.9733091287,283.5430299067,252.3667279893,292.2528054631,294.2607184435,343.4201292686,279.933385983
ENSMUSG00000054379.7,3.9864564185,0,0,0,0,0,0,0
ENSMUSG00000044387.5,0,0,0,5.9148451872,2.992349544,11.9294885855,0.9925437262,3.9990483712
ENSMUSG00000032840.7,1269.6863692943,1121.0846534569,1346.3336874591,1349.5705102241,1272.7460060439,1280.4317748488,1330.0085931211,1342.6804906254
ENSMUSG00000064308.10,0,0,1.982818391,1.9716150624,3.989799392,0,1.9850874524,0
ENSMUSG00000096917.2,125.573377183,99.6519691962,31.7250942553,69.9923347158,72.8138389038,85.4946681964,149.8741026577,128.9693099707
ENSMUSG00000073236.4,209.2889619716,209.269135312,128.8831954121,92.6659079336,115.7041823676,164.0304680513,151.8591901101,168.9597936826
ENSMUSG00000071632.10,209.2889619716,269.0603168297,227.0327057645,178.4311631487,170.5639240075,247.5368881501,229.2776007545,206.9507532088
ENSMUSG00000043391.10,595.9752345667,539.1171533513,647.3902046471,672.320736284,787.9853799175,590.5096849846,669.9670151916,621.8520217193
ENSMUSG00000106825.1,18.9356679879,12.9547559955,13.8797287367,6.9006527185,17.9540972639,12.9236126343,21.8359619766,11.9971451136
ENSMUSG00000104891.1,18.9356679879,17.9373544553,13.8797287367,3.9432301248,4.98724924,11.9294885855,23.821049429,10.9973830208
ENSMUSG00000044496.6,2431.7384152889,2274.0579370566,2410.115754207,2595.6312296713,2266.2060546488,2122.4548441787,2190.5440037449,2211.4737492654
ENSMUSG00000066175.2,15.945825674,30.8921104508,18.8367747141,18.730343093,16.9566474159,9.941240488,10.9179809883,30.9926248767
ENSMUSG00000116797.1,0,0.996519692,0,0,5.984699088,3.9764961952,1.9850874524,1.9995241856
ENSMUSG00000039798.2,7.972912837,6.9756378437,9.9140919548,16.7587280305,16.9566474159,19.8824809759,2.9776311786,30.9926248767
ENSMUSG00000100303.3,0,1.9930393839,3.9656367819,0,0,0,1.9850874524,0
ENSMUSG00000103828.1,3.9864564185,0,7.9312735638,0,2.992349544,0,0,0
ENSMUSG00000052419.7,1440.1073811854,1655.2192083484,1823.201510484,1556.5900917778,1253.794458932,1416.6267695338,1159.291072213,1344.680014811
ENSMUSG00000031242.7,1358.3850246061,1678.1391612635,1313.6171840083,1266.7626776026,1545.0498145471,1442.4739948025,1420.3300722062,1552.6305301126
ENSMUSG00000071793.12,1394.2631323726,1473.8526244113,1612.0313518472,1383.0879662851,1410.3940850675,1463.3505998272,1414.3748098489,1493.6445666377
ENSMUSG00000060301.6,2374.9314113252,2203.3050389273,1750.8286392141,2079.0680833181,2611.3237020556,2545.9516889657,2514.1132584893,2783.3376663449
ENSMUSG00000107909.1,10.9627551509,1.9930393839,5.9484551729,4.929037656,1.994899696,1.9882480976,3.9701749048,7.9980967424
ENSMUSG00000097537.2,36.8747218712,51.819023982,61.4673701196,51.2619916228,51.8673920958,60.6415669765,38.7092053222,55.9866771966
ENSMUSG00000091474.2,566.0768114279,538.1206336593,588.8970621139,504.7334559786,566.5515136622,540.8034825448,700.7358707041,570.8641549867
ENSMUSG00000099957.3,7.972912837,6.9756378437,11.8969103457,0,4.98724924,1.9882480976,6.9478060835,8.9978588352
ENSMUSG00000087013.7,0.9966141046,0,1.982818391,4.929037656,2.992349544,13.9177366831,2.9776311786,0.9997620928
ENSMUSG00000110997.1,25.9119667203,27.9025513749,19.8281839096,8.8722677809,19.9489969599,17.8942328783,25.8061368815,7.9980967424
ENSMUSG00000085562.7,0,0,0,1.9716150624,0,0,0,0
ENSMUSG00000009114.17,0,0,2.9742275864,0,0.997449848,0,0,0
ENSMUSG00000087259.7,61.7900744868,79.7215753569,48.5790505784,69.0065271846,86.7781367757,58.6533188789,107.1947224307,61.9852497534
ENSMUSG00000097536.2,233.2077004826,159.4431507139,160.6082896674,90.6942928712,135.6531793276,169.9952123441,138.9561216694,187.9552734457
ENSMUSG00000079388.9,8.9695269416,8.9686772277,4.9570459774,5.9148451872,5.984699088,4.970620244,7.9403498097,4.998810464
